QPolicy
PlayerSum,DealerUpCard,IsSoft,CanBeSplitted,Action,Value
10,Nine,False,False,HIT,0.9
10,Nine,False,False,STAND,0.0
10,Ten,False,False,DOUBLE_DOWN,0.0
10,Ten,False,False,SURRENDER,0.0
10,Ten,False,False,HIT,1.0
10,Ten,False,False,STAND,0.0
10,Jack,False,False,DOUBLE_DOWN,0.0
10,Jack,False,False,SURRENDER,0.0
10,Jack,False,False,HIT,1.0
10,Jack,False,False,STAND,0.0
10,Queen,False,False,DOUBLE_DOWN,0.0
10,Queen,False,False,SURRENDER,0.0
10,Queen,False,False,HIT,1.0
10,Queen,False,False,STAND,0.0
10,King,False,False,DOUBLE_DOWN,0.0
10,King,False,False,SURRENDER,0.0
10,King,False,False,HIT,1.0
10,King,False,False,STAND,0.0
10,Ace,False,False,DOUBLE_DOWN,0.0
10,Ace,False,False,SURRENDER,0.0
10,Ace,False,False,HIT,1.0
10,Ace,False,False,STAND,0.0
11,Two,False,False,DOUBLE_DOWN,1.0
11,Two,False,False,SURRENDER,0.0
11,Two,False,False,HIT,0.9
11,Two,False,False,STAND,0.0
11,Three,False,False,DOUBLE_DOWN,1.0
11,Three,False,False,SURRENDER,0.0
11,Three,False,False,HIT,0.9
11,Three,False,False,STAND,0.0
11,Four,False,False,DOUBLE_DOWN,1.0
11,Four,False,False,SURRENDER,0.0
11,Four,False,False,HIT,0.9
11,Four,False,False,STAND,0.0
11,Five,False,False,DOUBLE_DOWN,1.0
11,Five,False,False,SURRENDER,0.0
11,Five,False,False,HIT,0.9
11,Five,False,False,STAND,0.0
11,Six,False,False,DOUBLE_DOWN,1.0
11,Six,False,False,SURRENDER,0.0
11,Six,False,False,HIT,0.9
11,Six,False,False,STAND,0.0
11,Seven,False,False,DOUBLE_DOWN,1.0
11,Seven,False,False,SURRENDER,0.0
11,Seven,False,False,HIT,0.9
11,Seven,False,False,STAND,0.0
11,Eight,False,False,DOUBLE_DOWN,1.0
11,Eight,False,False,SURRENDER,0.0
11,Eight,False,False,HIT,0.9
11,Eight,False,False,STAND,0.0
11,Nine,False,False,DOUBLE_DOWN,1.0
11,Nine,False,False,SURRENDER,0.0
11,Nine,False,False,HIT,0.9
11,Nine,False,False,STAND,0.0
11,Ten,False,False,DOUBLE_DOWN,1.0
11,Ten,False,False,SURRENDER,0.0
11,Ten,False,False,HIT,0.9
11,Ten,False,False,STAND,0.0
11,Jack,False,False,DOUBLE_DOWN,1.0
11,Jack,False,False,SURRENDER,0.0
11,Jack,False,False,HIT,0.9
11,Jack,False,False,STAND,0.0
11,Queen,False,False,DOUBLE_DOWN,1.0
11,Queen,False,False,SURRENDER,0.0
11,Queen,False,False,HIT,0.9
11,Queen,False,False,STAND,0.0
11,King,False,False,DOUBLE_DOWN,1.0
11,King,False,False,SURRENDER,0.0
11,King,False,False,HIT,0.9
11,King,False,False,STAND,0.0
11,Ace,False,False,DOUBLE_DOWN,1.0
11,Ace,False,False,SURRENDER,0.0
11,Ace,False,False,HIT,0.9
11,Ace,False,False,STAND,0.0
12,Two,False,False,DOUBLE_DOWN,0.0
12,Two,False,False,SURRENDER,0.0
12,Two,False,False,HIT,1.0
12,Two,False,False,STAND,0.0
12,Three,False,False,DOUBLE_DOWN,0.0
12,Three,False,False,SURRENDER,0.0
12,Three,False,False,HIT,1.0
12,Three,False,False,STAND,0.0
12,Four,False,False,DOUBLE_DOWN,0.0
12,Four,False,False,SURRENDER,0.0
12,Four,False,False,HIT,0.0
12,Four,False,False,STAND,1.0
12,Five,False,False,DOUBLE_DOWN,0.0
12,Five,False,False,SURRENDER,0.0
12,Five,False,False,HIT,0.0
12,Five,False,False,STAND,1.0
12,Six,False,False,DOUBLE_DOWN,0.0
12,Six,False,False,SURRENDER,0.0
12,Six,False,False,HIT,0.0
12,Six,False,False,STAND,1.0
12,Seven,False,False,DOUBLE_DOWN,0.0
12,Seven,False,False,SURRENDER,0.0
12,Seven,False,False,HIT,1.0
12,Seven,False,False,STAND,0.0
12,Eight,False,False,DOUBLE_DOWN,0.0
12,Eight,False,False,SURRENDER,0.0
12,Eight,False,False,HIT,1.0
12,Eight,False,False,STAND,0.0
12,Nine,False,False,DOUBLE_DOWN,0.0
12,Nine,False,False,SURRENDER,0.0
12,Nine,False,False,HIT,1.0
12,Nine,False,False,STAND,0.0
12,Ten,False,False,DOUBLE_DOWN,0.0
12,Ten,False,False,SURRENDER,0.0
12,Ten,False,False,HIT,1.0
12,Ten,False,False,STAND,0.0
12,Jack,False,False,DOUBLE_DOWN,0.0
12,Jack,False,False,SURRENDER,0.0
12,Jack,False,False,HIT,1.0
12,Jack,False,False,STAND,0.0
12,Queen,False,False,DOUBLE_DOWN,0.0
12,Queen,False,False,SURRENDER,0.0
12,Queen,False,False,HIT,1.0
12,Queen,False,False,STAND,0.0
12,King,False,False,DOUBLE_DOWN,0.0
12,King,False,False,SURRENDER,0.0
12,King,False,False,HIT,1.0
12,King,False,False,STAND,0.0
12,Ace,False,False,DOUBLE_DOWN,0.0
12,Ace,False,False,SURRENDER,0.0
12,Ace,False,False,HIT,1.0
12,Ace,False,False,STAND,0.0
13,Two,False,False,DOUBLE_DOWN,0.0
13,Two,False,False,SURRENDER,0.0
13,Two,False,False,HIT,0.0
13,Two,False,False,STAND,1.0
13,Three,False,False,DOUBLE_DOWN,0.0
13,Three,False,False,SURRENDER,0.0
13,Three,False,False,HIT,0.0
13,Three,False,False,STAND,1.0
13,Four,False,False,DOUBLE_DOWN,0.0
13,Four,False,False,SURRENDER,0.0
13,Four,False,False,HIT,0.0
13,Four,False,False,STAND,1.0
13,Five,False,False,DOUBLE_DOWN,0.0
13,Five,False,False,SURRENDER,0.0
13,Five,False,False,HIT,0.0
13,Five,False,False,STAND,1.0
13,Six,False,False,DOUBLE_DOWN,0.0
13,Six,False,False,SURRENDER,0.0
13,Six,False,False,HIT,0.0
13,Six,False,False,STAND,1.0
13,Seven,False,False,DOUBLE_DOWN,0.0
13,Seven,False,False,SURRENDER,0.0
13,Seven,False,False,HIT,1.0
13,Seven,False,False,STAND,0.0
13,Eight,False,False,DOUBLE_DOWN,0.0
13,Eight,False,False,SURRENDER,0.0
13,Eight,False,False,HIT,1.0
13,Eight,False,False,STAND,0.0
13,Nine,False,False,DOUBLE_DOWN,0.0
13,Nine,False,False,SURRENDER,0.0
13,Nine,False,False,HIT,1.0
13,Nine,False,False,STAND,0.0
13,Ten,False,False,DOUBLE_DOWN,0.0
13,Ten,False,False,SURRENDER,0.0
13,Ten,False,False,HIT,1.0
13,Ten,False,False,STAND,0.0
13,Jack,False,False,DOUBLE_DOWN,0.0
13,Jack,False,False,SURRENDER,0.0
13,Jack,False,False,HIT,1.0
13,Jack,False,False,STAND,0.0
13,Queen,False,False,DOUBLE_DOWN,0.0
13,Queen,False,False,SURRENDER,0.0
13,Queen,False,False,HIT,1.0
13,Queen,False,False,STAND,0.0
13,King,False,False,DOUBLE_DOWN,0.0
13,King,False,False,SURRENDER,0.0
13,King,False,False,HIT,1.0
13,King,False,False,STAND,0.0
13,Ace,False,False,DOUBLE_DOWN,0.0
13,Ace,False,False,SURRENDER,0.0
13,Ace,False,False,HIT,1.0
13,Ace,False,False,STAND,0.0
14,Two,False,False,DOUBLE_DOWN,0.0
14,Two,False,False,SURRENDER,0.0
14,Two,False,False,HIT,0.0
14,Two,False,False,STAND,1.0
14,Three,False,False,DOUBLE_DOWN,0.0
14,Three,False,False,SURRENDER,0.0
14,Three,False,False,HIT,0.0
14,Three,False,False,STAND,1.0
14,Four,False,False,DOUBLE_DOWN,0.0
14,Four,False,False,SURRENDER,0.0
14,Four,False,False,HIT,0.0
14,Four,False,False,STAND,1.0
14,Five,False,False,DOUBLE_DOWN,0.0
14,Five,False,False,SURRENDER,0.0
14,Five,False,False,HIT,0.0
14,Five,False,False,STAND,1.0
14,Six,False,False,DOUBLE_DOWN,0.0
14,Six,False,False,SURRENDER,0.0
14,Six,False,False,HIT,0.0
14,Six,False,False,STAND,1.0
14,Seven,False,False,DOUBLE_DOWN,0.0
14,Seven,False,False,SURRENDER,0.0
14,Seven,False,False,HIT,1.0
14,Seven,False,False,STAND,0.0
14,Eight,False,False,DOUBLE_DOWN,0.0
14,Eight,False,False,SURRENDER,0.0
14,Eight,False,False,HIT,1.0
14,Eight,False,False,STAND,0.0
14,Nine,False,False,DOUBLE_DOWN,0.0
14,Nine,False,False,SURRENDER,0.0
14,Nine,False,False,HIT,1.0
14,Nine,False,False,STAND,0.0
14,Ten,False,False,DOUBLE_DOWN,0.0
14,Ten,False,False,SURRENDER,0.0
14,Ten,False,False,HIT,1.0
14,Ten,False,False,STAND,0.0
14,Jack,False,False,DOUBLE_DOWN,0.0
14,Jack,False,False,SURRENDER,0.0
14,Jack,False,False,HIT,1.0
14,Jack,False,False,STAND,0.0
14,Queen,False,False,DOUBLE_DOWN,0.0
14,Queen,False,False,SURRENDER,0.0
14,Queen,False,False,HIT,1.0
14,Queen,False,False,STAND,0.0
14,King,False,False,DOUBLE_DOWN,0.0
14,King,False,False,SURRENDER,0.0
14,King,False,False,HIT,1.0
14,King,False,False,STAND,0.0
14,Ace,False,False,DOUBLE_DOWN,0.0
14,Ace,False,False,SURRENDER,0.0
14,Ace,False,False,HIT,1.0
14,Ace,False,False,STAND,0.0
15,Two,False,False,DOUBLE_DOWN,0.0
15,Two,False,False,SURRENDER,0.0
15,Two,False,False,HIT,0.0
15,Two,False,False,STAND,1.0
15,Three,False,False,DOUBLE_DOWN,0.0
15,Three,False,False,SURRENDER,0.0
15,Three,False,False,HIT,0.0
15,Three,False,False,STAND,1.0
15,Four,False,False,DOUBLE_DOWN,0.0
15,Four,False,False,SURRENDER,0.0
15,Four,False,False,HIT,0.0
15,Four,False,False,STAND,1.0
15,Five,False,False,DOUBLE_DOWN,0.0
15,Five,False,False,SURRENDER,0.0
15,Five,False,False,HIT,0.0
15,Five,False,False,STAND,1.0
15,Six,False,False,DOUBLE_DOWN,0.0
15,Six,False,False,SURRENDER,0.0
15,Six,False,False,HIT,0.0
15,Six,False,False,STAND,1.0
15,Seven,False,False,DOUBLE_DOWN,0.0
15,Seven,False,False,SURRENDER,0.0
15,Seven,False,False,HIT,1.0
15,Seven,False,False,STAND,0.0
15,Eight,False,False,DOUBLE_DOWN,0.0
15,Eight,False,False,SURRENDER,0.0
15,Eight,False,False,HIT,1.0
15,Eight,False,False,STAND,0.0
15,Nine,False,False,DOUBLE_DOWN,0.0
15,Nine,False,False,SURRENDER,0.0
15,Nine,False,False,HIT,1.0
15,Nine,False,False,STAND,0.0
15,Ten,False,False,DOUBLE_DOWN,0.0
15,Ten,False,False,SURRENDER,1.0
15,Ten,False,False,HIT,0.9
15,Ten,False,False,STAND,0.0
15,Jack,False,False,DOUBLE_DOWN,0.0
15,Jack,False,False,SURRENDER,1.0
15,Jack,False,False,HIT,0.9
15,Jack,False,False,STAND,0.0
15,Queen,False,False,DOUBLE_DOWN,0.0
15,Queen,False,False,SURRENDER,1.0
15,Queen,False,False,HIT,0.9
15,Queen,False,False,STAND,0.0
15,King,False,False,DOUBLE_DOWN,0.0
15,King,False,False,SURRENDER,1.0
15,King,False,False,HIT,0.9
15,King,False,False,STAND,0.0
15,Ace,False,False,DOUBLE_DOWN,0.0
15,Ace,False,False,SURRENDER,1.1
15,Ace,False,False,HIT,1.0
15,Ace,False,False,STAND,0.0
16,Two,False,False,DOUBLE_DOWN,0.0
16,Two,False,False,SURRENDER,0.0
16,Two,False,False,HIT,0.0
16,Two,False,False,STAND,1.0
16,Three,False,False,DOUBLE_DOWN,0.0
16,Three,False,False,SURRENDER,0.0
16,Three,False,False,HIT,0.0
16,Three,False,False,STAND,1.0
16,Four,False,False,DOUBLE_DOWN,0.0
16,Four,False,False,SURRENDER,0.0
16,Four,False,False,HIT,0.0
16,Four,False,False,STAND,1.0
16,Five,False,False,DOUBLE_DOWN,0.0
16,Five,False,False,SURRENDER,0.0
16,Five,False,False,HIT,0.0
16,Five,False,False,STAND,1.0
16,Six,False,False,DOUBLE_DOWN,0.0
16,Six,False,False,SURRENDER,0.0
16,Six,False,False,HIT,0.0
16,Six,False,False,STAND,1.0
16,Seven,False,False,DOUBLE_DOWN,0.0
16,Seven,False,False,SURRENDER,0.0
16,Seven,False,False,HIT,1.0
16,Seven,False,False,STAND,0.0
16,Eight,False,False,DOUBLE_DOWN,0.0
16,Eight,False,False,SURRENDER,0.0
16,Eight,False,False,HIT,1.0
16,Eight,False,False,STAND,0.0
16,Nine,False,False,DOUBLE_DOWN,0.0
16,Nine,False,False,SURRENDER,1.0
16,Nine,False,False,HIT,0.9
16,Nine,False,False,STAND,0.0
16,Ten,False,False,DOUBLE_DOWN,0.0
16,Ten,False,False,SURRENDER,1.0
16,Ten,False,False,HIT,0.9
16,Ten,False,False,STAND,0.0
16,Jack,False,False,DOUBLE_DOWN,0.0
16,Jack,False,False,SURRENDER,1.0
16,Jack,False,False,HIT,0.9
16,Jack,False,False,STAND,0.0
16,Queen,False,False,DOUBLE_DOWN,0.0
16,Queen,False,False,SURRENDER,1.0
16,Queen,False,False,HIT,0.9
16,Queen,False,False,STAND,0.0
16,King,False,False,DOUBLE_DOWN,0.0
16,King,False,False,SURRENDER,1.0
16,King,False,False,HIT,0.9
16,King,False,False,STAND,0.0
16,Ace,False,False,DOUBLE_DOWN,0.0
16,Ace,False,False,SURRENDER,1.0
16,Ace,False,False,HIT,0.9
16,Ace,False,False,STAND,0.0
17,Two,False,False,DOUBLE_DOWN,0.0
17,Two,False,False,SURRENDER,0.0
17,Two,False,False,HIT,0.0
17,Two,False,False,STAND,1.0
17,Three,False,False,DOUBLE_DOWN,0.0
17,Three,False,False,SURRENDER,0.0
17,Three,False,False,HIT,0.0
17,Three,False,False,STAND,1.0
17,Four,False,False,DOUBLE_DOWN,0.0
17,Four,False,False,SURRENDER,0.0
17,Four,False,False,HIT,0.0
17,Four,False,False,STAND,1.0
17,Five,False,False,DOUBLE_DOWN,0.0
17,Five,False,False,SURRENDER,0.0
17,Five,False,False,HIT,0.0
17,Five,False,False,STAND,1.0
17,Six,False,False,DOUBLE_DOWN,0.0
17,Six,False,False,SURRENDER,0.0
17,Six,False,False,HIT,0.0
17,Six,False,False,STAND,1.0
17,Seven,False,False,DOUBLE_DOWN,0.0
17,Seven,False,False,SURRENDER,0.0
17,Seven,False,False,HIT,0.0
17,Seven,False,False,STAND,1.0
17,Eight,False,False,DOUBLE_DOWN,0.0
17,Eight,False,False,SURRENDER,0.0
17,Eight,False,False,HIT,0.0
17,Eight,False,False,STAND,1.0
17,Nine,False,False,DOUBLE_DOWN,0.0
17,Nine,False,False,SURRENDER,0.0
17,Nine,False,False,HIT,0.0
17,Nine,False,False,STAND,1.0
17,Ten,False,False,DOUBLE_DOWN,0.0
17,Ten,False,False,SURRENDER,0.0
17,Ten,False,False,HIT,0.0
17,Ten,False,False,STAND,1.0
17,Jack,False,False,DOUBLE_DOWN,0.0
17,Jack,False,False,SURRENDER,0.0
17,Jack,False,False,HIT,0.0
17,Jack,False,False,STAND,1.0
17,Queen,False,False,DOUBLE_DOWN,0.0
17,Queen,False,False,SURRENDER,0.0
17,Queen,False,False,HIT,0.0
17,Queen,False,False,STAND,1.0
17,King,False,False,DOUBLE_DOWN,0.0
17,King,False,False,SURRENDER,0.0
17,King,False,False,HIT,0.0
17,King,False,False,STAND,1.0
17,Ace,False,False,DOUBLE_DOWN,0.0
17,Ace,False,False,SURRENDER,1.1
17,Ace,False,False,HIT,0.0
17,Ace,False,False,STAND,1.0
18,Two,False,False,DOUBLE_DOWN,0.0
18,Two,False,False,SURRENDER,0.0
18,Two,False,False,HIT,0.0
18,Two,False,False,STAND,1.0
18,Three,False,False,DOUBLE_DOWN,0.0
18,Three,False,False,SURRENDER,0.0
18,Three,False,False,HIT,0.0
18,Three,False,False,STAND,1.0
18,Four,False,False,DOUBLE_DOWN,0.0
18,Four,False,False,SURRENDER,0.0
